mjd,mag,magerr
1,21.055729176053937,0.05
3,21.053650324887975,0.05
4,21.05270933565621,0.05
5,21.052377324763803,0.05
6,21.052188910889647,0.05
7,21.051806455561625,0.05
8,21.051422152296716,0.05
9,21.051247430031744,0.05
34,21.057693132916704,0.05
35,21.05887394983929,0.05
36,21.060378160082486,0.05
37,21.06161098365302,0.05
38,21.062089333820502,0.05
39,21.06224661487372,0.05
40,21.062516813727605,0.05
41,21.06227956477965,0.05
42,21.06205951460648,0.05
43,21.062979978463453,0.05
44,21.06413216540779,0.05
52,21.066543915420432,0.05
53,21.067266880475238,0.05
54,21.06811749491569,0.05
55,21.068613906948677,0.05
56,21.068638688768324,0.05
57,21.068503442751997,0.05
58,21.0688904817441,0.05
59,21.070371902984157,0.05
60,21.072872543125392,0.05
78,21.074563121412574,0.05
79,21.074451909773693,0.05
80,21.073961311913088,0.05
81,21.073281120016837,0.05
82,21.072745361273796,0.05
83,21.072491535348554,0.05
84,21.07238067030307,0.05
85,21.07178734883042,0.05
86,21.070613869549824,0.05
87,21.069787099852768,0.05
88,21.069198681554703,0.05
90,21.068631326675707,0.05
91,21.068561219774118,0.05
92,21.06825689942412,0.05
93,21.068273778103382,0.05
94,21.06866032471826,0.05
95,21.06931901077646,0.05
96,21.07014879558087,0.05
97,21.07114052310532,0.05
98,21.07219388246002,0.05
99,21.072841123510848,0.05
100,21.072217490496406,0.05
101,21.070452109991145,0.05
102,21.068317537636936,0.05
103,21.06658840058227,0.05
135,21.044589505220834,0.05
136,21.04579961257587,0.05
137,21.047069113840145,0.05
138,21.0482595916452,0.05
139,21.049170629179166,0.05
140,21.049896426987083,0.05
141,21.05033044550631,0.05
142,21.049888699441233,0.05
143,21.048578907752393,0.05
144,21.046216762842654,0.05
145,21.04398323937931,0.05
172,21.066581954970353,0.05
173,21.07019998716317,0.05
174,21.073368415241582,0.05
175,21.07593837477763,0.05
176,21.07835839218796,0.05
177,21.080570174410845,0.05
178,21.082796983153905,0.05
179,21.085515242608146,0.05
180,21.08817696738921,0.05
181,21.090719356417246,0.05
194,21.113699769716483,0.05
195,21.114256673893273,0.05
196,21.114207002756025,0.05
197,21.113720040866617,0.05
198,21.11336538851574,0.05
199,21.113568376753314,0.05
200,21.113114093070955,0.05
201,21.112998848897085,0.05
202,21.112682096774186,0.05
203,21.112499001814534,0.05
204,21.112189079949538,0.05
205,21.1122221588169,0.05
206,21.112633615113275,0.05
207,21.113244056933617,0.05
249,21.101406846461224,0.05
250,21.100407560243816,0.05
251,21.0995497342601,0.05
252,21.09723836557533,0.05
253,21.094623430357707,0.05
254,21.09286250220537,0.05
255,21.090882497779383,0.05
256,21.08861657499144,0.05
257,21.087203835063143,0.05
258,21.08569732529235,0.05
259,21.08438017761214,0.05
260,21.0832214829883,0.05
261,21.081424977950057,0.05
262,21.07965134995701,0.05
263,21.077746641880545,0.05
272,21.07224369599978,0.05
273,21.072750982987493,0.05
274,21.073264940194015,0.05
275,21.073501522034995,0.05
276,21.073718170074038,0.05
277,21.073514719922677,0.05
278,21.07342957284414,0.05
279,21.0743083888895,0.05
280,21.075759430480268,0.05
281,21.076483047577433,0.05
287,21.08383680209898,0.05
288,21.085390296814573,0.05
289,21.086062290727618,0.05
290,21.08627202467823,0.05
291,21.08644440036226,0.05
292,21.087332706055683,0.05
293,21.08879106138688,0.05
365,21.08894015165601,0.05
366,21.088449854395826,0.05
367,21.087949489488302,0.05
368,21.08752251272474,0.05
369,21.086511522333844,0.05
370,21.08542465093671,0.05
371,21.08478224385137,0.05
372,21.08433952427135,0.05
373,21.083463297875234,0.05
374,21.08262473397894,0.05
375,21.08217220289432,0.05
508,21.100364766423688,0.05
509,21.102072400615718,0.05
510,21.104148229749605,0.05
511,21.107002685772365,0.05
512,21.109937480124124,0.05
513,21.11286729073955,0.05
514,21.115848255316372,0.05
515,21.118946070751257,0.05
516,21.122243223358602,0.05
517,21.12513974461742,0.05
518,21.127186360816644,0.05
519,21.12900211372591,0.05
520,21.13100452570918,0.05
521,21.13282855659562,0.05
522,21.133862088695984,0.05
523,21.13408949410968,0.05
531,21.12615713467489,0.05
532,21.124292564171235,0.05
533,21.122596016102044,0.05
534,21.120915090738883,0.05
535,21.119630769463747,0.05
536,21.11846078523029,0.05
537,21.11693543071251,0.05
538,21.114830316938374,0.05
539,21.112132309857934,0.05
614,21.08059304011612,0.05
615,21.079595955093858,0.05
616,21.07836441482423,0.05
617,21.07736725864867,0.05
618,21.076997522976505,0.05
619,21.0768262007198,0.05
620,21.076802793590737,0.05
621,21.07730840477722,0.05
622,21.078249558114926,0.05
640,21.09112723337433,0.05
641,21.091343459148938,0.05
642,21.091605926648292,0.05
643,21.091961748379042,0.05
644,21.092522494387886,0.05
645,21.093086493307048,0.05
646,21.093681668122507,0.05
647,21.094637102278462,0.05
648,21.096464988888876,0.05
649,21.098742413977213,0.05
650,21.101062528376723,0.05
651,21.10325276147821,0.05
652,21.105079051009277,0.05
653,21.10674210913765,0.05
654,21.108220447510696,0.05
