mjd,mag,magerr
1,20.28205646948934,0.05
36,20.274442224489185,0.05
37,20.28232703245775,0.05
38,20.28624171878719,0.05
39,20.287389843027775,0.05
40,20.289553435777925,0.05
41,20.28999465912917,0.05
42,20.292098937045232,0.05
43,20.290920307197048,0.05
44,20.286532384799976,0.05
45,20.280176156310752,0.05
46,20.271406256381816,0.05
47,20.263164584649623,0.05
48,20.253962920704176,0.05
49,20.246969020689782,0.05
50,20.244474100935626,0.05
51,20.242583701682882,0.05
52,20.239564882878064,0.05
54,20.240164494192733,0.05
55,20.241646063645682,0.05
56,20.24115757832697,0.05
57,20.23624484798804,0.05
58,20.231781316098925,0.05
59,20.22827097922262,0.05
60,20.22150615513504,0.05
61,20.21198420449459,0.05
88,20.22170739157172,0.05
89,20.223768346135195,0.05
90,20.224352234693605,0.05
91,20.223140618038137,0.05
92,20.219201633500866,0.05
93,20.216497573317262,0.05
94,20.215412898715606,0.05
133,20.269803034436542,0.05
134,20.264454067660118,0.05
135,20.256682568416714,0.05
136,20.248918994079027,0.05
137,20.240292011615416,0.05
138,20.234537139525266,0.05
139,20.231254125544616,0.05
140,20.23320687782536,0.05
141,20.232426520404495,0.05
142,20.22930354726838,0.05
143,20.22601248958133,0.05
144,20.222022310633072,0.05
194,20.2079100190547,0.05
195,20.21805043331309,0.05
196,20.228144102276396,0.05
197,20.236451889670725,0.05
198,20.239577777049455,0.05
199,20.237353689100054,0.05
200,20.23433481436421,0.05
201,20.231570395342906,0.05
202,20.2262547028483,0.05
203,20.21824142373746,0.05
249,20.285228541599174,0.05
250,20.296905184847013,0.05
251,20.3082272874719,0.05
252,20.316580820944402,0.05
253,20.325897039956452,0.05
254,20.331027159744828,0.05
255,20.33060053098027,0.05
256,20.325958480907467,0.05
257,20.318961309234943,0.05
258,20.313218667025644,0.05
259,20.305314155694923,0.05
260,20.29734214786675,0.05
261,20.292119923646972,0.05
262,20.289669075167446,0.05
274,20.245344349004462,0.05
275,20.243912815157778,0.05
276,20.24111628194931,0.05
277,20.239117605313318,0.05
278,20.239504687178744,0.05
279,20.239851992258245,0.05
280,20.238251987097065,0.05
281,20.23636067958244,0.05
282,20.239223950848547,0.05
283,20.2450849027964,0.05
284,20.250806224803817,0.05
285,20.257575915991232,0.05
286,20.26835378789702,0.05
421,20.413068932219353,0.05
422,20.41689348278465,0.05
423,20.42380540957189,0.05
424,20.42901017534256,0.05
425,20.429150359483664,0.05
426,20.42652958801353,0.05
427,20.423464718423595,0.05
428,20.418393817704022,0.05
429,20.408232256498245,0.05
430,20.39273165713785,0.05
431,20.375195461217935,0.05
432,20.35604579088848,0.05
433,20.340224120130706,0.05
434,20.32356370567924,0.05
435,20.30542361289711,0.05
436,20.290673484409773,0.05
437,20.276955257060415,0.05
438,20.265881858343953,0.05
439,20.25325498431119,0.05
440,20.2367710779807,0.05
441,20.223591920836135,0.05
442,20.215265018470113,0.05
443,20.20686636412379,0.05
444,20.196727131140413,0.05
445,20.187353671099295,0.05
446,20.17822120455012,0.05
447,20.168598453686506,0.05
448,20.155407811474525,0.05
449,20.13970904796573,0.05
450,20.123135248780677,0.05
451,20.10071142822374,0.05
452,20.077141913973982,0.05
453,20.05611316908648,0.05
454,20.042401693940114,0.05
455,20.035864291581497,0.05
472,20.10093546609331,0.05
473,20.104330030952347,0.05
474,20.111665817315988,0.05
475,20.1234070018235,0.05
476,20.13503405122932,0.05
477,20.14612891600145,0.05
478,20.154622186757713,0.05
479,20.160725397838355,0.05
480,20.16264612494208,0.05
481,20.166100361324133,0.05
482,20.168728305442748,0.05
483,20.17233910767751,0.05
493,20.20501783086801,0.05
494,20.207885943439102,0.05
495,20.211112213567198,0.05
496,20.21335072172925,0.05
497,20.21405732827703,0.05
498,20.21179947286155,0.05
499,20.20754079936669,0.05
500,20.205496081621952,0.05
501,20.205988016193906,0.05
502,20.20435989947213,0.05
503,20.201307490426693,0.05
504,20.196690401439348,0.05
505,20.193263807176457,0.05
506,20.188327570172724,0.05
513,20.160502390946313,0.05
514,20.161205087314222,0.05
515,20.16205558700124,0.05
516,20.161473359901343,0.05
517,20.160844201805524,0.05
518,20.159712334081824,0.05
519,20.157382579011887,0.05
520,20.153732243641905,0.05
521,20.146427602669668,0.05
522,20.13649844597962,0.05
523,20.12221779034575,0.05
524,20.1093057967013,0.05
525,20.098430329373166,0.05
667,20.448732946739078,0.05
668,20.447480968978702,0.05
669,20.445083968024356,0.05
670,20.44449529943062,0.05
671,20.44439671095423,0.05
672,20.439503612075207,0.05
673,20.43262683910286,0.05
674,20.42137253181776,0.05
675,20.41119454661878,0.05
676,20.40581095315246,0.05
677,20.40352279544475,0.05
678,20.39973522400944,0.05
679,20.39103653753819,0.05
680,20.3802698496983,0.05
682,20.363461107716823,0.05
683,20.36000809049812,0.05
684,20.360365361052835,0.05
685,20.360707343387197,0.05
686,20.360849548204108,0.05
687,20.35829310107942,0.05
688,20.35639073367144,0.05
690,20.352650408896146,0.05
691,20.350183973844572,0.05
692,20.349068826565947,0.05
