mjd,mag,magerr
1,19.461376412761034,0.05
33,19.46248095820139,0.05
34,19.4625150521694,0.05
35,19.462541592717237,0.05
36,19.462560948119098,0.05
37,19.46257021879982,0.05
38,19.462578721459685,0.05
39,19.462576107394163,0.05
40,19.462561399376547,0.05
41,19.462532586000556,0.05
42,19.46251654003533,0.05
43,19.462511146207255,0.05
44,19.46252011771913,0.05
45,19.462522672585514,0.05
46,19.4625135174034,0.05
47,19.462511570877815,0.05
48,19.46253363253846,0.05
49,19.46259333103948,0.05
50,19.462620194775802,0.05
51,19.46261512877279,0.05
109,19.46253984067689,0.05
110,19.46254880439239,0.05
111,19.462539491780156,0.05
112,19.462495913129636,0.05
113,19.462453670976366,0.05
114,19.46241765121595,0.05
115,19.462393469229987,0.05
118,19.462300231956938,0.05
119,19.462248275933568,0.05
120,19.46221802208796,0.05
121,19.462197472335255,0.05
122,19.462181480935662,0.05
123,19.462174933944645,0.05
124,19.46217207905051,0.05
125,19.462141827507388,0.05
126,19.46206145656975,0.05
127,19.461985776651353,0.05
128,19.461941485251167,0.05
129,19.46191180533193,0.05
130,19.461864557642734,0.05
131,19.461811669058,0.05
132,19.4617576750041,0.05
194,19.463486615248335,0.05
195,19.46356526004599,0.05
196,19.463646406585035,0.05
197,19.46372779123383,0.05
198,19.463785509493825,0.05
199,19.46384174778708,0.05
200,19.463910859263088,0.05
201,19.463969067830142,0.05
202,19.464004722769552,0.05
203,19.46403126238622,0.05
204,19.464036335481858,0.05
218,19.463976531133987,0.05
219,19.463978457129024,0.05
220,19.464003573213525,0.05
221,19.46403246153877,0.05
222,19.464071462949597,0.05
223,19.46413524912459,0.05
224,19.464217213049587,0.05
225,19.464320498944453,0.05
226,19.464414753652697,0.05
227,19.4645484669361,0.05
296,19.46800205304195,0.05
297,19.467979044885276,0.05
298,19.467972003695287,0.05
299,19.468020136815234,0.05
300,19.4680912403689,0.05
301,19.468177722362917,0.05
302,19.468273464638536,0.05
353,19.467871416882623,0.05
354,19.46787822973635,0.05
355,19.467870405124863,0.05
356,19.46783919733712,0.05
357,19.467817170782062,0.05
358,19.467817947547452,0.05
359,19.467838392587076,0.05
360,19.467829283618194,0.05
361,19.467780447763722,0.05
362,19.467744836399895,0.05
363,19.467759083039773,0.05
364,19.467795553878112,0.05
365,19.4678240868323,0.05
366,19.467828161724974,0.05
367,19.467817988698165,0.05
368,19.46779217106934,0.05
369,19.46778002514798,0.05
370,19.467753327393318,0.05
382,19.46732127821138,0.05
383,19.46734251532981,0.05
384,19.467341377437627,0.05
385,19.467315148566165,0.05
386,19.46729479934097,0.05
387,19.467273325456055,0.05
388,19.46723507390862,0.05
389,19.46715250981307,0.05
390,19.46708010452506,0.05
391,19.467039423687105,0.05
392,19.466974612625897,0.05
393,19.466910532080213,0.05
394,19.466888252042047,0.05
402,19.466953403911454,0.05
403,19.466933565338387,0.05
404,19.46693114259957,0.05
405,19.466932056371355,0.05
406,19.466926029721286,0.05
407,19.466896627018023,0.05
408,19.46681200863805,0.05
409,19.466705364115775,0.05
476,19.462804979893342,0.05
477,19.462743268109257,0.05
478,19.462690968490712,0.05
479,19.46262480100203,0.05
480,19.462582497256044,0.05
481,19.46256960730441,0.05
482,19.462572820760947,0.05
483,19.46254839547543,0.05
484,19.46250918017467,0.05
485,19.46252322715157,0.05
486,19.462535208323978,0.05
487,19.46252629825819,0.05
488,19.46251572293442,0.05
489,19.46249710893286,0.05
503,19.462851055164954,0.05
504,19.462839127005957,0.05
505,19.46280383542291,0.05
506,19.462747285241257,0.05
507,19.46269114289607,0.05
508,19.462622785607856,0.05
509,19.462551124591833,0.05
626,19.460753205916298,0.05
627,19.460747067926512,0.05
628,19.46075242968191,0.05
629,19.460766223312028,0.05
630,19.460805908238974,0.05
631,19.460837834150617,0.05
632,19.460848436799672,0.05
633,19.46082779272512,0.05
634,19.46078966587087,0.05
635,19.46071163858577,0.05
636,19.46060523007788,0.05
637,19.460478725190875,0.05
638,19.460354897266534,0.05
650,19.45967284193842,0.05
651,19.459557022238734,0.05
652,19.459431409228237,0.05
653,19.459276878320658,0.05
654,19.45914317001631,0.05
655,19.4590683434241,0.05
656,19.459007717440876,0.05
657,19.45891159259174,0.05
658,19.45880795892085,0.05
659,19.458726268121048,0.05
660,19.458678129768124,0.05
661,19.45860187568632,0.05
662,19.458500807521908,0.05
663,19.45842021452794,0.05
664,19.45835508816284,0.05
665,19.458307189448497,0.05
666,19.458258357743766,0.05
667,19.458190242840494,0.05
668,19.458104044639803,0.05
669,19.458006518223293,0.05
670,19.45791714610548,0.05
671,19.45785724119991,0.05
698,19.45740555016642,0.05
699,19.45743922973137,0.05
700,19.457454744642412,0.05
701,19.457494219098486,0.05
702,19.457564794408505,0.05
703,19.457604091986205,0.05
704,19.45760568207789,0.05
705,19.457584604085348,0.05
706,19.457597988413617,0.05
707,19.457626121863406,0.05
708,19.457641212143265,0.05
709,19.457638816122675,0.05
710,19.457640280912777,0.05
711,19.45765053211425,0.05
730,19.457581051300956,0.05
