mjd,mag,magerr
1,21.556754466917916,0.05
4,21.556755868919332,0.05
5,21.556756522443088,0.05
6,21.55675748893264,0.05
7,21.55675886349362,0.05
8,21.55676007558558,0.05
9,21.55676137030901,0.05
10,21.556763141415026,0.05
11,21.556765166268626,0.05
12,21.55676726299506,0.05
13,21.556769483508,0.05
15,21.556773350291515,0.05
16,21.556775358923836,0.05
17,21.556777383644025,0.05
18,21.55677957599837,0.05
19,21.55678228609724,0.05
20,21.556784992528115,0.05
21,21.55678729778763,0.05
22,21.556789271073292,0.05
29,21.556800683414387,0.05
30,21.556801842676272,0.05
31,21.55680305414709,0.05
32,21.55680428156584,0.05
33,21.556805312918804,0.05
34,21.556806452968566,0.05
35,21.556807767664814,0.05
36,21.556809034260787,0.05
37,21.556810181207275,0.05
119,21.557047944567152,0.05
120,21.55705134965276,0.05
121,21.557054904802037,0.05
122,21.557058668000643,0.05
123,21.557062559722816,0.05
124,21.557066430114112,0.05
125,21.557070470648704,0.05
126,21.55707467509732,0.05
127,21.55707862920689,0.05
133,21.557100217706598,0.05
134,21.557103809340425,0.05
135,21.557107342200787,0.05
136,21.557110649075547,0.05
137,21.55711369484768,0.05
138,21.557116401636954,0.05
139,21.5571188173653,0.05
266,21.556779107427737,0.05
267,21.55677404379758,0.05
268,21.556769292702363,0.05
269,21.556765166962528,0.05
270,21.556761721695473,0.05
271,21.556758498298315,0.05
272,21.55675558780205,0.05
273,21.55675290639372,0.05
274,21.55675029097555,0.05
275,21.55674771453058,0.05
276,21.55674500551134,0.05
277,21.556742277040932,0.05
280,21.55673443452934,0.05
281,21.556731703805546,0.05
282,21.55672858110689,0.05
283,21.556725125875396,0.05
284,21.55672137966163,0.05
285,21.556717372370024,0.05
286,21.556713258943937,0.05
287,21.556709083831812,0.05
299,21.556662960889064,0.05
300,21.55666020765208,0.05
301,21.556657534214047,0.05
302,21.5566546835205,0.05
303,21.556651741651883,0.05
304,21.556648881138152,0.05
305,21.55664625985289,0.05
306,21.55664391905959,0.05
307,21.556641860107653,0.05
308,21.556639828824153,0.05
309,21.55663786832583,0.05
326,21.55660910847194,0.05
327,21.556606148422397,0.05
328,21.556603361560626,0.05
329,21.55660068423473,0.05
330,21.55659805751572,0.05
331,21.55659550405752,0.05
332,21.556593223301626,0.05
333,21.556590908877148,0.05
334,21.55658843037829,0.05
335,21.55658552382686,0.05
336,21.556582355278643,0.05
337,21.556579213109124,0.05
338,21.556576036803257,0.05
339,21.556573161635107,0.05
355,21.556574061068368,0.05
356,21.55657609812794,0.05
357,21.55657831044703,0.05
358,21.556580561575323,0.05
359,21.556582762723743,0.05
360,21.556585120100557,0.05
361,21.55658763808021,0.05
362,21.556590659694727,0.05
363,21.556594417597715,0.05
364,21.556598496346076,0.05
365,21.556602774997423,0.05
366,21.556606887814105,0.05
367,21.556610773172885,0.05
368,21.55661443860871,0.05
369,21.556617860920788,0.05
390,21.556677240570274,0.05
391,21.556680562497597,0.05
392,21.55668367624505,0.05
393,21.55668703528996,0.05
394,21.556690695667008,0.05
395,21.556694498873675,0.05
396,21.556698568050486,0.05
397,21.556702563364404,0.05
398,21.556706524409968,0.05
399,21.556710422927345,0.05
400,21.556714495319078,0.05
401,21.556718566888968,0.05
402,21.556722715230784,0.05
403,21.55672697754475,0.05
404,21.55673128825422,0.05
424,21.556827454072284,0.05
425,21.556830958048813,0.05
426,21.55683451761795,0.05
427,21.55683827867903,0.05
428,21.556842257879786,0.05
429,21.556846620339137,0.05
430,21.556851365135877,0.05
431,21.556856525639866,0.05
432,21.556861987395145,0.05
433,21.556867742243647,0.05
434,21.55687378316818,0.05
435,21.556880101251117,0.05
436,21.556886380931424,0.05
437,21.55689255704845,0.05
438,21.556898633790347,0.05
439,21.556904534222802,0.05
440,21.556910308026737,0.05
477,21.55714745920229,0.05
478,21.557151757582055,0.05
479,21.55715610214917,0.05
480,21.557160456376444,0.05
481,21.557164961852358,0.05
482,21.55716959682554,0.05
483,21.55717428227154,0.05
543,21.55736514564574,0.05
544,21.557368959848837,0.05
545,21.55737289191368,0.05
546,21.557376812096088,0.05
547,21.557380859101492,0.05
548,21.55738476958293,0.05
549,21.55738845213296,0.05
550,21.557391957488,0.05
551,21.55739544110302,0.05
552,21.557398854436137,0.05
574,21.557468357588483,0.05
575,21.55747108349737,0.05
576,21.557473539352806,0.05
577,21.55747548868448,0.05
578,21.557477275239215,0.05
579,21.557478927063464,0.05
580,21.557480325332072,0.05
581,21.557481718244297,0.05
582,21.55748322761628,0.05
583,21.557484778642966,0.05
584,21.557486057834403,0.05
600,21.557500518624842,0.05
601,21.557502249130216,0.05
602,21.55750410279601,0.05
603,21.557506239432776,0.05
604,21.557508608892455,0.05
605,21.557510957795095,0.05
606,21.55751332682089,0.05
699,21.55740511888667,0.05
700,21.557402772184183,0.05
701,21.55740073084953,0.05
702,21.557398939085793,0.05
703,21.55739757236811,0.05
704,21.557396528340966,0.05
705,21.557395610623665,0.05
706,21.557395009192824,0.05
707,21.55739453477917,0.05
