mjd,mag,magerr
1,20.285999936745945,0.05
68,20.33382887156342,0.05
69,20.332059365286234,0.05
70,20.337183919986295,0.05
71,20.342118579685483,0.05
72,20.345661302277712,0.05
73,20.352451863824705,0.05
74,20.36429334854882,0.05
75,20.381708053723322,0.05
76,20.394241619006003,0.05
77,20.40787275878555,0.05
78,20.415340931366437,0.05
79,20.410836678768696,0.05
80,20.39159834333946,0.05
81,20.376913931691355,0.05
82,20.35144641252915,0.05
88,20.16484461205976,0.05
89,20.141533761887096,0.05
90,20.120146601113014,0.05
91,20.0931873494035,0.05
92,20.06703924983443,0.05
93,20.036589790846456,0.05
94,20.01296922652586,0.05
95,19.99915052972434,0.05
112,20.000970688853606,0.05
113,20.021406433152656,0.05
114,20.04324709821062,0.05
115,20.06036023795145,0.05
116,20.06344731116703,0.05
117,20.056233736675942,0.05
118,20.05115764700667,0.05
119,20.051423684468368,0.05
120,20.04569611795494,0.05
121,20.031131389249673,0.05
122,20.01018304502019,0.05
277,20.230358614954007,0.05
278,20.23622236339522,0.05
279,20.242819150215517,0.05
280,20.249429839631482,0.05
281,20.256432690980994,0.05
282,20.26253685550028,0.05
283,20.27013041108024,0.05
289,20.22228886310176,0.05
290,20.207579351069377,0.05
291,20.191525385366894,0.05
292,20.176639310608145,0.05
293,20.1718771124467,0.05
294,20.174570309177774,0.05
295,20.175523438997352,0.05
296,20.16774154388228,0.05
297,20.15460343055198,0.05
298,20.136349917459107,0.05
299,20.11254385159031,0.05
300,20.093123654282543,0.05
316,20.191191577152516,0.05
317,20.189006107386028,0.05
318,20.194468231169758,0.05
319,20.20577928484665,0.05
320,20.215982805104822,0.05
321,20.223335314945324,0.05
322,20.230608666352886,0.05
323,20.234449315812675,0.05
324,20.24434978444281,0.05
325,20.258698351644192,0.05
326,20.277873886586924,0.05
327,20.299493112438505,0.05
351,19.98732862764603,0.05
352,19.98155756305035,0.05
353,19.98125631525614,0.05
354,19.98956360887467,0.05
355,20.000743827859004,0.05
356,20.00404559970388,0.05
357,19.99194767949023,0.05
358,19.97267364156962,0.05
359,19.94969887319288,0.05
360,19.930008266439195,0.05
361,19.910502664012462,0.05
362,19.900963290060183,0.05
392,20.301358493297137,0.05
393,20.302278253767717,0.05
394,20.29494798441521,0.05
395,20.277533650708413,0.05
396,20.26232880544358,0.05
397,20.238832810621624,0.05
398,20.22553630048855,0.05
425,20.027202024041024,0.05
426,20.033829560167625,0.05
427,20.04414547772638,0.05
428,20.06116618540485,0.05
429,20.082129390542754,0.05
430,20.105116783800092,0.05
431,20.12810002415197,0.05
432,20.147094886046723,0.05
433,20.15925431010185,0.05
434,20.172660517966257,0.05
435,20.18048916719379,0.05
467,20.03655400797286,0.05
468,20.06322396419761,0.05
469,20.08558730725651,0.05
470,20.103096141538238,0.05
471,20.113531547062912,0.05
472,20.123848367071155,0.05
473,20.130807776186252,0.05
474,20.138518377683717,0.05
475,20.139406075201954,0.05
476,20.126583331510922,0.05
477,20.12020575216156,0.05
478,20.121925823992008,0.05
483,20.114977211837306,0.05
484,20.10827480490631,0.05
485,20.096570741126293,0.05
486,20.07404373488628,0.05
487,20.064281792471768,0.05
488,20.070860158146637,0.05
489,20.085357446003094,0.05
490,20.106775945174043,0.05
491,20.128446504100104,0.05
494,20.16616258588639,0.05
495,20.156558478599997,0.05
496,20.128991774938576,0.05
497,20.100697623429674,0.05
498,20.085132178226836,0.05
499,20.082201524070335,0.05
500,20.08865884416378,0.05
532,20.447008247146492,0.05
533,20.450480104689667,0.05
534,20.45316961696752,0.05
535,20.461670409120508,0.05
536,20.464841263897718,0.05
537,20.455223483789602,0.05
538,20.450574355180287,0.05
539,20.434938213630623,0.05
540,20.405078444533267,0.05
541,20.366495319565807,0.05
542,20.331414914079893,0.05
543,20.29209242183591,0.05
544,20.25707660444369,0.05
545,20.236238514278803,0.05
546,20.226641135967334,0.05
547,20.220227439285672,0.05
548,20.20924160778025,0.05
549,20.196433066349705,0.05
550,20.186515371915412,0.05
551,20.18375455342771,0.05
552,20.18101689733401,0.05
568,20.07208923650351,0.05
569,20.06961072385719,0.05
570,20.063750298995465,0.05
571,20.062653189016167,0.05
572,20.062547723083632,0.05
573,20.064188570652497,0.05
574,20.050065165322444,0.05
575,20.032464300866216,0.05
576,20.019010972692136,0.05
577,20.004995842216097,0.05
591,20.139782675378562,0.05
592,20.14845558728687,0.05
593,20.155211218777687,0.05
594,20.145888285469788,0.05
595,20.128351011715587,0.05
596,20.117566149034268,0.05
597,20.105132393445068,0.05
598,20.094733211468174,0.05
599,20.089603090457267,0.05
605,20.0576741514871,0.05
606,20.072663047513082,0.05
607,20.096284603790416,0.05
608,20.123903138245375,0.05
609,20.15078200646598,0.05
610,20.17736001698504,0.05
611,20.19505481793204,0.05
612,20.20430586830762,0.05
613,20.219156689644784,0.05
614,20.24025998598855,0.05
615,20.26295403585373,0.05
616,20.28348809885805,0.05
617,20.30011092041672,0.05
618,20.318638559482984,0.05
619,20.340389810269734,0.05
620,20.350983808172508,0.05
