mjd,mag,magerr
1,21.60423661642644,0.05
134,21.579981451806155,0.05
135,21.57801767668351,0.05
136,21.575868700563255,0.05
137,21.573770046489223,0.05
138,21.571857353939244,0.05
139,21.57012743851717,0.05
140,21.568670765587818,0.05
141,21.567174620024296,0.05
142,21.565422340817314,0.05
143,21.563742802865782,0.05
144,21.56201741515654,0.05
145,21.560007013678323,0.05
146,21.558075860865976,0.05
147,21.556328064822104,0.05
178,21.54775080575792,0.05
179,21.54769872712442,0.05
180,21.54753415666402,0.05
181,21.547708573134834,0.05
182,21.5481751187398,0.05
183,21.54896999978005,0.05
184,21.549903235552016,0.05
185,21.550897769140356,0.05
186,21.55193003591257,0.05
187,21.55336746269061,0.05
188,21.55492067363911,0.05
189,21.556369557653632,0.05
190,21.557958207183184,0.05
246,21.610554532527225,0.05
247,21.609681973345126,0.05
248,21.609394170517383,0.05
249,21.60956749912112,0.05
250,21.61005714656016,0.05
251,21.61067394751648,0.05
252,21.611270076685408,0.05
253,21.611726625915658,0.05
254,21.61226536313807,0.05
255,21.612932783911027,0.05
256,21.613736773650594,0.05
257,21.614647768028,0.05
258,21.615486076179458,0.05
259,21.615791571441598,0.05
260,21.61594018147681,0.05
261,21.6161869989974,0.05
262,21.616696301541033,0.05
266,21.619211835904743,0.05
267,21.61994933415857,0.05
268,21.620733860112743,0.05
269,21.621564370326702,0.05
270,21.622483459953024,0.05
271,21.623378222859493,0.05
272,21.624292663244923,0.05
273,21.625192885238697,0.05
274,21.625885990323972,0.05
295,21.609436380658856,0.05
296,21.6077091554693,0.05
297,21.605997997224357,0.05
298,21.604500858000485,0.05
299,21.602839717497652,0.05
300,21.601093871085077,0.05
301,21.599444519860164,0.05
302,21.59785772837966,0.05
303,21.59622543113216,0.05
304,21.594492680670037,0.05
305,21.592731812887955,0.05
306,21.590771484473073,0.05
307,21.588909789378796,0.05
308,21.586867683833013,0.05
344,21.547458504417783,0.05
345,21.547437095186673,0.05
346,21.54815226699308,0.05
347,21.549293666910607,0.05
348,21.550310924147674,0.05
349,21.55106497508134,0.05
350,21.551943784000933,0.05
351,21.55302557637072,0.05
352,21.55399267314906,0.05
353,21.555065639244155,0.05
354,21.55626374237385,0.05
355,21.55724708681894,0.05
411,21.545009430799062,0.05
412,21.54378248267033,0.05
413,21.542489869699004,0.05
414,21.541211762892438,0.05
415,21.54037716260381,0.05
416,21.539675843406464,0.05
417,21.538996333118327,0.05
418,21.5385602048892,0.05
457,21.542765566090075,0.05
458,21.542936834627874,0.05
459,21.54327593333914,0.05
460,21.543734503207098,0.05
461,21.544268276646584,0.05
462,21.544787084903753,0.05
463,21.545260141950386,0.05
464,21.545795789654086,0.05
465,21.54655089676408,0.05
466,21.547508944944887,0.05
467,21.548623455675234,0.05
468,21.549698098715716,0.05
469,21.5509258149579,0.05
470,21.55263152640999,0.05
471,21.554551247109153,0.05
472,21.55646242650267,0.05
473,21.55833908719037,0.05
474,21.56009074757882,0.05
475,21.561735390899052,0.05
476,21.56318338839106,0.05
477,21.564416902341627,0.05
479,21.566833459865087,0.05
480,21.567862832251414,0.05
481,21.5686112681309,0.05
482,21.569283202312455,0.05
483,21.569554974736583,0.05
484,21.569469142867938,0.05
485,21.5692302199403,0.05
486,21.569117802239667,0.05
487,21.569055185177383,0.05
488,21.568987099590963,0.05
498,21.56522255540319,0.05
499,21.564911910518752,0.05
500,21.56443978732836,0.05
501,21.563938779531362,0.05
502,21.56346021342886,0.05
503,21.562938170788918,0.05
504,21.5624698349309,0.05
519,21.546336752515934,0.05
520,21.544888560521024,0.05
521,21.543440470493557,0.05
522,21.542027379363,0.05
523,21.5403912175611,0.05
524,21.538352358003685,0.05
525,21.53600343596731,0.05
526,21.533563249791435,0.05
527,21.531100430534316,0.05
528,21.52846245770865,0.05
529,21.526050454205695,0.05
530,21.524148577007345,0.05
531,21.522810344026915,0.05
533,21.522560971972744,0.05
534,21.523032537669998,0.05
535,21.523941233711106,0.05
536,21.525120341280775,0.05
537,21.526719611198082,0.05
538,21.5287284595556,0.05
539,21.530702337398203,0.05
540,21.532555263558613,0.05
541,21.53453399311538,0.05
542,21.53656183970157,0.05
636,21.533499274363713,0.05
637,21.534526289659944,0.05
638,21.53555321195605,0.05
639,21.536940702229565,0.05
640,21.538654275363292,0.05
641,21.540753014429917,0.05
642,21.54316683262865,0.05
669,21.582423092680422,0.05
670,21.585498157164217,0.05
671,21.588599197474814,0.05
672,21.59148166837381,0.05
673,21.594066611676134,0.05
674,21.596444927277794,0.05
675,21.598588778917993,0.05
676,21.600356444350375,0.05
677,21.602179146872153,0.05
678,21.604101354630025,0.05
679,21.605959024920374,0.05
680,21.607932283029022,0.05
681,21.61015735930807,0.05
682,21.61226400942362,0.05
700,21.597474568782893,0.05
701,21.595009441274406,0.05
702,21.592794382396058,0.05
703,21.590847993215014,0.05
704,21.588783602756557,0.05
705,21.586501606445886,0.05
706,21.584508188751165,0.05
707,21.582775049126035,0.05
708,21.58121748753603,0.05
730,21.55037142082403,0.05
