mjd,mag,magerr
1,20.561346165746322,0.05
16,20.60469951896919,0.05
17,20.603204123646726,0.05
18,20.59944547651198,0.05
19,20.594268696656478,0.05
20,20.58687494066583,0.05
21,20.577389420253034,0.05
22,20.56762552512827,0.05
30,20.478034105840415,0.05
31,20.466048256578496,0.05
32,20.453638697665816,0.05
33,20.441099702715455,0.05
34,20.427731939980852,0.05
35,20.41443698378219,0.05
36,20.40225909729174,0.05
37,20.3919869588616,0.05
38,20.381816938015938,0.05
39,20.372327846371697,0.05
40,20.365073124633874,0.05
41,20.358930337241837,0.05
63,20.22749325827359,0.05
64,20.221949400454214,0.05
65,20.216149404182197,0.05
66,20.210983676019772,0.05
67,20.20791065783701,0.05
68,20.205749123664695,0.05
69,20.20426731295776,0.05
78,20.206606188005843,0.05
79,20.209658423390202,0.05
80,20.21392713347489,0.05
81,20.21831174767997,0.05
82,20.22283175683848,0.05
83,20.226985572156018,0.05
84,20.23041434196417,0.05
85,20.23321157555909,0.05
86,20.235181897696343,0.05
87,20.237740201631475,0.05
88,20.241345976023844,0.05
153,20.40748610356119,0.05
154,20.4104424088217,0.05
155,20.4139940680952,0.05
156,20.417801989049288,0.05
157,20.42138047849459,0.05
158,20.42375401588594,0.05
159,20.42441140979566,0.05
160,20.425584924818033,0.05
161,20.428166831847726,0.05
162,20.430649442952294,0.05
218,20.4620839369504,0.05
219,20.474415278189518,0.05
220,20.48645976399269,0.05
221,20.498533096585142,0.05
222,20.5112190978656,0.05
223,20.52383210788961,0.05
224,20.536204841252747,0.05
225,20.548205451464305,0.05
226,20.560247591200685,0.05
227,20.572739819686326,0.05
228,20.584878504121328,0.05
229,20.596338449151652,0.05
230,20.608099103132254,0.05
231,20.619912397266255,0.05
278,20.522461339476443,0.05
279,20.5142013907192,0.05
280,20.50734712654849,0.05
281,20.502203157128243,0.05
282,20.497623962970103,0.05
283,20.49358861120691,0.05
284,20.489171602012952,0.05
308,20.42759673474665,0.05
309,20.413275303294178,0.05
310,20.39778033000035,0.05
311,20.37961225717988,0.05
312,20.360033529440635,0.05
313,20.341072964603377,0.05
314,20.32283793734519,0.05
315,20.306477466479514,0.05
316,20.29211358525827,0.05
317,20.27873668793483,0.05
331,20.08772281057093,0.05
332,20.073857226214038,0.05
333,20.06012142559775,0.05
334,20.0471111929509,0.05
335,20.033973160234034,0.05
336,20.02138626999224,0.05
337,20.01031264423171,0.05
338,20.000056050988327,0.05
339,19.991260220027662,0.05
340,19.983714911315666,0.05
341,19.977943561888246,0.05
412,20.574368049417124,0.05
413,20.58902478334236,0.05
414,20.603740985528965,0.05
415,20.617712372882345,0.05
416,20.631028132367895,0.05
417,20.643361899410728,0.05
418,20.654804660528477,0.05
482,20.610743839049697,0.05
483,20.613628256187916,0.05
484,20.617303690651276,0.05
485,20.622588893085172,0.05
486,20.62791857356961,0.05
487,20.63370996693714,0.05
488,20.64077485979056,0.05
489,20.649290135854763,0.05
498,20.74483471141344,0.05
499,20.755450309703,0.05
500,20.765250441208146,0.05
501,20.77405181602942,0.05
502,20.78159372681754,0.05
503,20.78808217052039,0.05
504,20.79502476284653,0.05
505,20.802226687277802,0.05
506,20.809594953811235,0.05
507,20.81744676501659,0.05
508,20.825153513019792,0.05
533,20.835784891324558,0.05
534,20.835481517625333,0.05
535,20.833247413463006,0.05
536,20.830850952008724,0.05
537,20.827746266167274,0.05
538,20.82565547687016,0.05
539,20.82417898058099,0.05
540,20.823628322699257,0.05
541,20.824556666990908,0.05
542,20.826482134334206,0.05
543,20.830771428374355,0.05
544,20.836269518923025,0.05
545,20.84289018985033,0.05
546,20.85024985344564,0.05
560,20.967554437859114,0.05
561,20.97177909295626,0.05
562,20.974853345501906,0.05
563,20.977989054648965,0.05
564,20.980713021787643,0.05
565,20.98198837202309,0.05
566,20.98241626828409,0.05
567,20.982406384804342,0.05
568,20.982138905421728,0.05
569,20.981341560338983,0.05
570,20.97956620192189,0.05
571,20.97656814377384,0.05
572,20.97248466232319,0.05
578,20.943716634594814,0.05
579,20.936240422994352,0.05
580,20.927070277206205,0.05
581,20.91428460696911,0.05
582,20.89941822054542,0.05
583,20.88416986369264,0.05
584,20.868470555304704,0.05
585,20.852386887630836,0.05
586,20.835159162476707,0.05
644,20.412897893676792,0.05
645,20.40826368084685,0.05
646,20.40364734125138,0.05
647,20.39807380570948,0.05
648,20.391275259582507,0.05
649,20.385294814983844,0.05
650,20.37964929896649,0.05
651,20.373728503768568,0.05
652,20.36732440704683,0.05
653,20.36069095856724,0.05
654,20.353517341028997,0.05
655,20.344817904948904,0.05
656,20.334350321245218,0.05
657,20.322594060174147,0.05
658,20.308286587564545,0.05
659,20.29374939862361,0.05
694,20.25743961215553,0.05
695,20.262473792405068,0.05
696,20.264991820037388,0.05
697,20.265562393201385,0.05
698,20.26412146580288,0.05
699,20.26295296160699,0.05
700,20.26300404820747,0.05
701,20.26340406765606,0.05
702,20.263033801926476,0.05
703,20.26195861191629,0.05
704,20.260914357756796,0.05
730,20.062721949813856,0.05
