mjd,mag,magerr
1,21.989345226926268,0.05
168,21.960368691584954,0.05
169,21.959934832934472,0.05
170,21.95947784451115,0.05
171,21.95906158756619,0.05
172,21.95863762511882,0.05
173,21.958103539184613,0.05
174,21.957418058065464,0.05
175,21.95654513298961,0.05
176,21.955385467418175,0.05
177,21.954009043399658,0.05
178,21.952455991610883,0.05
179,21.95082422539334,0.05
180,21.949119770137962,0.05
181,21.94744792367353,0.05
182,21.94588474975236,0.05
183,21.944485438504067,0.05
184,21.943199928836613,0.05
185,21.941938441682588,0.05
186,21.94068692487979,0.05
187,21.939347788666034,0.05
188,21.9378854748468,0.05
189,21.93629302995965,0.05
190,21.93455930340877,0.05
220,21.901295514689274,0.05
221,21.900596183147606,0.05
222,21.899933408984374,0.05
223,21.899359907964502,0.05
224,21.898853906983327,0.05
225,21.898422272677188,0.05
226,21.898108440554772,0.05
227,21.897820088043822,0.05
228,21.89750464114973,0.05
229,21.89713664605957,0.05
230,21.896734248170112,0.05
231,21.89634185260885,0.05
232,21.89597292961539,0.05
258,21.89242227628703,0.05
259,21.892598340357104,0.05
260,21.89292296233061,0.05
261,21.893282686553853,0.05
262,21.893603982633472,0.05
263,21.893966046601996,0.05
264,21.894365061825006,0.05
265,21.8948160808171,0.05
266,21.895283537185527,0.05
267,21.89577921703944,0.05
268,21.89629741796329,0.05
269,21.896846897389516,0.05
270,21.897444020711937,0.05
271,21.89811164379251,0.05
301,21.92646024982175,0.05
302,21.92811181477652,0.05
303,21.929802412242147,0.05
304,21.93147209521087,0.05
305,21.933139970212657,0.05
306,21.934881634326167,0.05
307,21.936655839297792,0.05
308,21.93841717509776,0.05
309,21.940131264207274,0.05
310,21.94181964431676,0.05
311,21.94348505894444,0.05
312,21.945096336019823,0.05
313,21.946654431955515,0.05
326,21.95929436274185,0.05
327,21.959946176136377,0.05
328,21.960637813603093,0.05
329,21.961245369126154,0.05
330,21.961813222550553,0.05
331,21.962373310992085,0.05
332,21.962834371277943,0.05
333,21.96316164329533,0.05
334,21.963402967478608,0.05
335,21.96377187623829,0.05
336,21.964215532984547,0.05
337,21.964703364107372,0.05
338,21.96527315284228,0.05
339,21.965884123390047,0.05
340,21.966515840590183,0.05
341,21.9671779877496,0.05
342,21.967910419499653,0.05
343,21.96872499185114,0.05
344,21.9695253989103,0.05
345,21.97028467702234,0.05
346,21.971043578353026,0.05
391,22.007462214164214,0.05
392,22.00844275917813,0.05
393,22.00938193731772,0.05
394,22.010273861613165,0.05
395,22.011170317329366,0.05
396,22.01205103511078,0.05
397,22.0129363739127,0.05
398,22.01384880298847,0.05
399,22.014731371511978,0.05
400,22.0155987850977,0.05
401,22.016467380454337,0.05
417,22.038449075588183,0.05
418,22.039999081564766,0.05
419,22.041625386866336,0.05
420,22.043310724948746,0.05
421,22.04496606937328,0.05
422,22.04667156029239,0.05
423,22.0485149672621,0.05
424,22.05051394243076,0.05
425,22.05256780049411,0.05
426,22.05458789041075,0.05
427,22.056566576608823,0.05
428,22.058573471645467,0.05
429,22.060662875378732,0.05
430,22.06286501487792,0.05
431,22.065053337703496,0.05
478,22.13593874152277,0.05
479,22.136076346294793,0.05
480,22.136136935124846,0.05
481,22.136017863088036,0.05
482,22.135798278027302,0.05
483,22.135591422609245,0.05
484,22.135526257315227,0.05
485,22.135486981312077,0.05
486,22.135327240088323,0.05
487,22.1351316994028,0.05
488,22.13490139033612,0.05
492,22.132973740783108,0.05
493,22.13243685304453,0.05
494,22.13198656493315,0.05
495,22.13159948537254,0.05
496,22.13127952994808,0.05
497,22.13098654326756,0.05
498,22.130585950372385,0.05
499,22.130092369173248,0.05
500,22.129567666596067,0.05
501,22.129104623858986,0.05
502,22.128781376081,0.05
503,22.128568317339536,0.05
581,22.068097601428853,0.05
582,22.066944388521584,0.05
583,22.06582954340626,0.05
584,22.064743089547896,0.05
585,22.063720628743575,0.05
586,22.062862051871527,0.05
587,22.06218191542049,0.05
631,22.09694186816538,0.05
632,22.09800302989759,0.05
633,22.099043797445766,0.05
634,22.100082246738147,0.05
635,22.101117509094955,0.05
636,22.102156309455403,0.05
637,22.103241925425756,0.05
638,22.10432461715454,0.05
639,22.105408564265623,0.05
640,22.106469293202217,0.05
641,22.107463136045276,0.05
642,22.10836852793674,0.05
643,22.109204875970043,0.05
644,22.110086210055876,0.05
675,22.11378631159659,0.05
676,22.113572367572836,0.05
677,22.11340076042351,0.05
678,22.113271469947115,0.05
679,22.113164878318493,0.05
680,22.113026717889973,0.05
681,22.11289279159997,0.05
682,22.112778604098303,0.05
683,22.112655746898163,0.05
684,22.11252696744409,0.05
685,22.112401945466424,0.05
686,22.112232728254845,0.05
687,22.112013424186806,0.05
688,22.111777877375438,0.05
689,22.11149570450116,0.05
690,22.11120878098769,0.05
691,22.110988620226813,0.05
692,22.1107185961124,0.05
693,22.11031594126056,0.05
694,22.109765383993512,0.05
695,22.109146045691567,0.05
696,22.108538892774128,0.05
697,22.107912285258713,0.05
698,22.10714028420201,0.05
699,22.106129587847185,0.05
