mjd,mag,magerr
1,20.494154118349435,0.05
34,20.439330746185014,0.05
35,20.389813641441087,0.05
36,20.35844993112473,0.05
37,20.35904655805826,0.05
38,20.367496537001763,0.05
39,20.39578399225254,0.05
40,20.44177417129182,0.05
41,20.491385182930294,0.05
42,20.53025070129963,0.05
43,20.575526472644547,0.05
44,20.62816237990284,0.05
45,20.67505262749959,0.05
46,20.651336510514334,0.05
136,20.556199150093526,0.05
137,20.49495643647689,0.05
138,20.4533179396007,0.05
139,20.448502846844683,0.05
140,20.467531754713384,0.05
141,20.48215174037214,0.05
142,20.49427451752785,0.05
143,20.528561807349497,0.05
144,20.55765267009982,0.05
145,20.583630111092468,0.05
146,20.604219240141582,0.05
147,20.640139367354827,0.05
148,20.67040297716357,0.05
149,20.67276558316633,0.05
150,20.68364683747179,0.05
151,20.699395581214127,0.05
152,20.687159686258063,0.05
153,20.66178260735723,0.05
178,20.702732165095746,0.05
179,20.689058141861743,0.05
180,20.679568225541836,0.05
181,20.65487599117119,0.05
182,20.62063545707806,0.05
183,20.590247789022676,0.05
184,20.56055436350247,0.05
185,20.50610531131003,0.05
186,20.403019353703193,0.05
187,20.338720591752725,0.05
188,20.33072583975055,0.05
189,20.343345231229755,0.05
264,20.300662277053668,0.05
265,20.303680704248457,0.05
266,20.31938745795029,0.05
267,20.330634091024216,0.05
268,20.29539530724312,0.05
269,20.276716066222157,0.05
270,20.22069411944134,0.05
271,20.172658781670116,0.05
272,20.16876111930005,0.05
273,20.165647188089117,0.05
274,20.17503028084632,0.05
275,20.190342566049516,0.05
406,20.156677269574367,0.05
407,20.19313564100299,0.05
408,20.252510476970038,0.05
409,20.31495765778248,0.05
410,20.373507759517345,0.05
411,20.40931489290221,0.05
412,20.41954874296679,0.05
413,20.41551713507865,0.05
414,20.452468328559767,0.05
421,20.404675178894557,0.05
422,20.411495530504205,0.05
423,20.423203284052512,0.05
424,20.45704237630776,0.05
425,20.495927590347485,0.05
426,20.518142912901787,0.05
427,20.523676864573737,0.05
428,20.541233949642027,0.05
429,20.565066025436003,0.05
430,20.578955259240523,0.05
440,20.468731494234866,0.05
441,20.477130460772095,0.05
442,20.50949228655235,0.05
443,20.564098124481212,0.05
444,20.619782430564406,0.05
445,20.641448794452053,0.05
446,20.666702544431423,0.05
447,20.647409037842344,0.05
448,20.61741198000015,0.05
449,20.56109579549082,0.05
450,20.499966358852568,0.05
451,20.42061934136766,0.05
452,20.403188554505086,0.05
453,20.42272223667569,0.05
465,20.70078069057916,0.05
466,20.69823596922732,0.05
467,20.69989327011823,0.05
468,20.693533153606175,0.05
469,20.6858374940956,0.05
470,20.70691473150601,0.05
471,20.70413808979618,0.05
472,20.717138256017513,0.05
473,20.66995910508023,0.05
474,20.622799231693726,0.05
475,20.59262801197982,0.05
476,20.587041437577675,0.05
477,20.59466898865731,0.05
478,20.622608914871073,0.05
479,20.638382774734616,0.05
480,20.65024588076394,0.05
481,20.638049287409466,0.05
482,20.596150458441265,0.05
483,20.541487537470935,0.05
484,20.50772770670465,0.05
485,20.475766223436658,0.05
486,20.452011355482263,0.05
487,20.427643922158673,0.05
488,20.414741684569854,0.05
489,20.43603228460389,0.05
490,20.473316092241397,0.05
491,20.4943372709915,0.05
492,20.533400145056724,0.05
493,20.550162128204867,0.05
494,20.550084263741702,0.05
495,20.543308313711897,0.05
496,20.523094189456053,0.05
521,20.582466782350913,0.05
522,20.546344611052866,0.05
523,20.50032929470101,0.05
524,20.441402466886665,0.05
525,20.420121939177427,0.05
526,20.442773821227213,0.05
527,20.48029872634367,0.05
528,20.5234921335362,0.05
529,20.573154889137122,0.05
530,20.612220956561636,0.05
575,20.597786636836283,0.05
576,20.6218543132808,0.05
577,20.599930644182955,0.05
578,20.536634461125892,0.05
579,20.488730131835403,0.05
580,20.471425127115175,0.05
581,20.48929042929091,0.05
582,20.542230256202437,0.05
583,20.591375239690542,0.05
584,20.590231109649658,0.05
585,20.555142438895153,0.05
586,20.544229051123544,0.05
587,20.51442084386631,0.05
588,20.485370998209426,0.05
589,20.459719781245504,0.05
590,20.446636671493586,0.05
591,20.446611038798174,0.05
618,20.121890171113925,0.05
619,20.121505364456446,0.05
620,20.149083547938794,0.05
621,20.190615783812667,0.05
622,20.235630804070105,0.05
623,20.277534375121483,0.05
624,20.326997349497525,0.05
629,20.578198376187196,0.05
630,20.532350946689014,0.05
631,20.47256400346439,0.05
632,20.423217954414774,0.05
633,20.371286134663556,0.05
634,20.36295748876642,0.05
635,20.360102400129783,0.05
636,20.35969110360991,0.05
637,20.35641579679909,0.05
638,20.36418008876938,0.05
639,20.3478219672187,0.05
640,20.34108325130412,0.05
641,20.3585370523297,0.05
642,20.399760476311933,0.05
643,20.42616863757862,0.05
644,20.456059999537196,0.05
645,20.47092889831324,0.05
646,20.496823996272205,0.05
705,20.429711527113362,0.05
706,20.443260738844977,0.05
707,20.469174846923302,0.05
708,20.51354194702413,0.05
709,20.561354024652324,0.05
710,20.581794456445486,0.05
711,20.59479297140104,0.05
